file_name,page_number,prompt_tokens,output_tokens,total_tokens
GZCO_2022.pdf,1,1129,816,1945
GZCO_2023.pdf,1,1129,825,1954
GZCO_2024.pdf,1,1129,820,1949
HADE_2024.pdf,1,1129,1079,2208
HAIS_2022.pdf,1,1129,879,2008
HAIS_2023.pdf,1,1129,832,1961
HAIS_2024.pdf,1,1129,858,1987
HATM_2023.pdf,1,1129,926,2055
HATM_2023.pdf,2,1129,955,2084
HATM_2022.pdf,1,1129,971,2100
HATM_2022.pdf,2,1129,1110,2239
HALO_2023.pdf,1,1129,1131,2260
HALO_2023.pdf,2,1129,1132,2261
HALO_2023.pdf,3,1129,1118,2247
HATM_2024.pdf,1,1129,923,2052
HATM_2024.pdf,2,1129,886,2015
HATM_2024.pdf,3,1129,862,1991
HDFA_2022.pdf,1,1129,857,1986
HDFA_2022.pdf,2,1129,686,1815
HDFA_2023.pdf,1,1129,979,2108
HDFA_2023.pdf,2,1129,710,1839
HDIT_2024.pdf,1,1129,890,2019
HDTX_2022.pdf,1,1129,900,2029
HDIT_2022.pdf,1,1129,1250,2379
HDIT_2022.pdf,2,1129,854,1983
HDFA_2024.pdf,1,1129,923,2052
HDFA_2024.pdf,2,1129,867,1996
HDTX_2023.pdf,1,1129,891,2020
HELI_2022.pdf,1,1129,977,2106
HDTX_2024.pdf,1,1129,794,1923
HDTX_2024.pdf,2,1129,1015,2144
HEAL_2023.pdf,1,1129,641,1770
HEAL_2023.pdf,2,1129,830,1959
HEXA_2022.pdf,1,1129,604,1733
HEXA_2022.pdf,2,1129,810,1939
HERO_2023.pdf,1,1129,1060,2189
HERO_2023.pdf,2,1129,795,1924
HERO_2023.pdf,3,1129,751,1880
HERO_2023.pdf,4,1129,719,1848
HGII_2024.pdf,1,1129,873,2002
HGII_2024.pdf,2,1129,761,1890
HERO_2024.pdf,1,1129,1098,2227
HERO_2024.pdf,2,1129,867,1996
HERO_2024.pdf,3,1129,751,1880
HERO_2024.pdf,4,1129,717,1846
HILL_2022.pdf,1,1129,1284,2413
HILL_2022.pdf,2,1129,1023,2152
HILL_2024.pdf,1,1129,1370,2499
HILL_2024.pdf,2,1129,867,1996
HILL_2023.pdf,1,1129,1277,2406
HILL_2023.pdf,2,1129,933,2062
HILL_2023.pdf,3,1129,747,1876
HMSP_2022.pdf,1,1129,979,2108
HMSP_2022.pdf,2,1129,875,2004
HITS_2023.pdf,1,1129,814,1943
HITS_2023.pdf,2,1129,624,1753
HITS_2023.pdf,3,1129,843,1972
HMSP_2023.pdf,1,1129,1083,2212
HMSP_2023.pdf,2,1129,882,2011
HOMI_2022.pdf,1,1129,847,1976
HOMI_2023.pdf,1,1129,848,1977
HOMI_2024.pdf,1,1129,849,1978
HMSP_2024.pdf,1,1129,975,2104
HMSP_2024.pdf,2,1129,864,1993
HRME_2023.pdf,1,1129,811,1940
HRME_2023.pdf,2,1129,735,1864
HRME_2024.pdf,1,1129,819,1948
HRME_2024.pdf,2,1129,593,1722
HRME_2024.pdf,3,1129,719,1848
HRTA_2022.pdf,1,1129,1062,2191
HRTA_2022.pdf,2,1129,956,2085
HOPE_2024.pdf,1,1129,1030,2159
HOPE_2024.pdf,2,1129,741,1870
HOPE_2024.pdf,3,1129,790,1919
HOPE_2024.pdf,4,1129,891,2020
HRTA_2023.pdf,1,1129,1225,2354
HRTA_2023.pdf,2,1129,1012,2141
HRTA_2024.pdf,1,1129,1282,2411
HRTA_2024.pdf,2,1129,878,2007
HUMI_2023.pdf,1,1129,628,1757
HUMI_2023.pdf,2,1129,967,2096
HRUM_2022.pdf,1,1129,645,1774
HRUM_2022.pdf,2,1129,861,1990
HRUM_2022.pdf,3,1129,929,2058
HYGN_2024.pdf,1,1129,1030,2159
HYGN_2024.pdf,2,1129,1023,2152
HYGN_2024.pdf,3,1129,979,2108
IBFN_2022.pdf,1,1129,1232,2361
HYGN_2023.pdf,1,1129,1067,2196
HYGN_2023.pdf,2,1129,1142,2271
HYGN_2023.pdf,3,1129,1027,2156
IBFN_2024.pdf,1,1129,1048,2177
IBST_2023.pdf,1,1129,979,2108
IBST_2024.pdf,1,1129,1801,2930
IBOS_2022.pdf,1,1129,1294,2423
IBOS_2022.pdf,2,1129,837,1966
ICBP_2022.pdf,1,1129,901,2030
ICBP_2022.pdf,2,1129,798,1927
IFSH_2023.pdf,1,1129,638,1767
ICBP_2023.pdf,1,1129,897,2026
ICBP_2023.pdf,2,1129,872,2001
IFSH_2024.pdf,1,1129,624,1753
IFSH_2024.pdf,2,1129,541,1670
IGAR_2024.pdf,1,1129,759,1888
IGAR_2024.pdf,2,1129,756,1885
IKAI_2024.pdf,1,1129,1130,2259
IKAN_2022.pdf,1,1129,713,1842
IIKP_2023.pdf,1,1129,815,1944
IIKP_2023.pdf,2,1129,1006,2135
IIKP_2023.pdf,3,1129,901,2030
IKAN_2023.pdf,1,1129,713,1842
IKAI_2023.pdf,1,1129,791,1920
IKAI_2023.pdf,2,1129,905,2034
IKAI_2023.pdf,3,1129,623,1752
ICON_2022.pdf,1,1129,534,1663
ICON_2022.pdf,2,1129,406,1535
ICON_2022.pdf,3,1129,567,1696
ICON_2022.pdf,4,1129,627,1756
ICON_2022.pdf,5,1129,487,1616
ICON_2022.pdf,6,1129,619,1748
IKBI_2023.pdf,1,1129,599,1728
IKBI_2023.pdf,2,1129,713,1842
IKBI_2022.pdf,1,1129,590,1719
IKBI_2022.pdf,2,1129,853,1982
IKPM_2023.pdf,1,1129,1231,2360
IKPM_2023.pdf,2,1129,982,2111
IKBI_2024.pdf,1,1129,846,1975
IKBI_2024.pdf,2,1129,622,1751
IKBI_2024.pdf,3,1129,820,1949
IMAS_2022.pdf,1,1129,650,1779
IMAS_2022.pdf,2,1129,754,1883
IMAS_2022.pdf,3,1129,950,2079
IMAS_2023.pdf,1,1129,649,1778
IMAS_2023.pdf,2,1129,599,1728
IMAS_2023.pdf,3,1129,629,1758
IMJS_2023.pdf,1,1129,908,2037
IMJS_2023.pdf,2,1129,748,1877
IMJS_2022.pdf,1,1129,648,1777
IMJS_2022.pdf,2,1129,768,1897
IMJS_2022.pdf,3,1129,643,1772
INAI_2022.pdf,1,1129,684,1813
IMPC_2023.pdf,1,1129,830,1959
IMPC_2024.pdf,1,1129,819,1948
IMPC_2022.pdf,1,1129,782,1911
INAI_2024.pdf,1,1129,582,1711
INAI_2024.pdf,2,1129,535,1664
INAI_2023.pdf,1,1129,843,1972
INAI_2023.pdf,2,1129,710,1839
INCF_2022.pdf,1,1129,991,2120
INCF_2022.pdf,2,1129,765,1894
INCF_2024.pdf,1,1129,662,1791
INCF_2024.pdf,2,1129,686,1815
INCF_2024.pdf,3,1129,769,1898
INCI_2022.pdf,1,1129,1016,2145
INCI_2022.pdf,2,1129,884,2013
INCI_2022.pdf,3,1129,1162,2291
INCI_2023.pdf,1,1129,1389,2518
INCI_2023.pdf,2,1129,1075,2204
INCI_2023.pdf,3,1129,1012,2141
INCI_2024.pdf,1,1129,1306,2435
INCI_2024.pdf,2,1129,1073,2202
INCI_2024.pdf,3,1129,864,1993
INDF_2022.pdf,1,1129,892,2021
INDF_2022.pdf,2,1129,880,2009
INDO_2023.pdf,1,1129,746,1875
INDF_2023.pdf,1,1129,897,2026
INDF_2023.pdf,2,1129,784,1913
INCO_2024.pdf,1,1129,1062,2191
INCO_2024.pdf,2,1129,944,2073
INCO_2024.pdf,3,1129,835,1964
INCO_2024.pdf,4,1129,954,2083
INDF_2024.pdf,1,1129,799,1928
INDF_2024.pdf,2,1129,827,1956
INDO_2024.pdf,1,1129,953,2082
INDO_2024.pdf,2,1129,960,2089
INDR_2022.pdf,1,1117,1184,2301
INDR_2022.pdf,2,1117,889,2006
INDR_2023.pdf,1,1129,1143,2272
INDR_2023.pdf,2,1129,893,2022
INDX_2023.pdf,1,1129,1132,2261
INDX_2022.pdf,1,1129,1135,2264
INDR_2024.pdf,1,1129,1049,2178
INDR_2024.pdf,2,1129,893,2022
INDS_2022.pdf,1,1117,1086,2203
INDS_2022.pdf,2,1117,1027,2144
INDX_2024.pdf,1,1129,1137,2266
INDY_2023.pdf,1,1129,1075,2204
INDY_2024.pdf,1,1129,891,2020
INKP_2022.pdf,1,1129,936,2065
INKP_2023.pdf,1,1129,865,1994
INOV_2023.pdf,1,1129,788,1917
INOV_2024.pdf,1,1129,768,1897
INET_2024.pdf,1,1129,978,2107
INET_2024.pdf,2,1129,1164,2293
INPP_2024.pdf,1,1129,909,2038
INPC_2023.pdf,1,1129,1300,2429
INPC_2023.pdf,2,1129,871,2000
INPP_2023.pdf,1,1129,801,1930
INTA_2022.pdf,1,1129,1197,2326
INRU_2022.pdf,1,1129,1892,3021
INRU_2022.pdf,2,1129,1987,3116
INTD_2022.pdf,1,1129,1032,2161
INTA_2024.pdf,1,1129,877,2006
INTA_2024.pdf,2,1129,849,1978
INTD_2023.pdf,1,1129,992,2121
INTD_2023.pdf,2,1129,866,1995
INTP_2022.pdf,1,1129,1052,2181
INTP_2022.pdf,2,1129,882,2011
IPAC_2022.pdf,1,1129,822,1951
INTP_2023.pdf,1,1129,1076,2205
INTP_2023.pdf,2,1129,946,2075
IPCM_2022.pdf,1,1129,564,1693
IPCM_2022.pdf,2,1129,923,2052
IPOL_2023.pdf,1,1129,904,2033
INTP_2024.pdf,1,1129,1047,2176
INTP_2024.pdf,2,1129,814,1943
IPOL_2024.pdf,1,1129,765,1894
IPOL_2022.pdf,1,1129,972,2101
IPOL_2022.pdf,2,1129,844,1973
IPPE_2023.pdf,1,1129,824,1953
IPPE_2024.pdf,1,1129,824,1953
IPPE_2022.pdf,1,1129,1022,2151
IPTV_2023.pdf,1,1129,1233,2362
IPTV_2023.pdf,2,1129,988,2117
IPTV_2022.pdf,1,1129,1247,2376
IPTV_2022.pdf,2,1129,796,1925
IPTV_2024.pdf,1,1129,1246,2375
IPTV_2024.pdf,2,1129,848,1977
IRSX_2022.pdf,1,1129,1031,2160
IRSX_2022.pdf,2,1129,1146,2275
IRSX_2023.pdf,1,1129,1017,2146
IRSX_2023.pdf,2,1129,1077,2206
ISAP_2024.pdf,1,1129,1100,2229
ISAP_2024.pdf,2,1129,1093,2222
ISAP_2024.pdf,3,1129,1009,2138
ISAP_2022.pdf,1,1129,1207,2336
ISAP_2022.pdf,2,1129,1100,2229
ISAP_2022.pdf,3,1129,1059,2188
ISAP_2023.pdf,1,1129,1143,2272
ISAP_2023.pdf,2,1129,1097,2226
ISAP_2023.pdf,3,1129,1033,2162
ISSP_2022.pdf,1,1129,1302,2431
ISSP_2022.pdf,2,1129,760,1889
ISAT_2024.pdf,1,1129,968,2097
ISAT_2024.pdf,2,1129,710,1839
ISAT_2024.pdf,3,1129,768,1897
ISAT_2024.pdf,4,1129,558,1687
ITIC_2023.pdf,1,1129,712,1841
ITIC_2024.pdf,1,1129,711,1840
ITMA_2022.pdf,1,1129,861,1990
ISAT_2023.pdf,1,1129,969,2098
ISAT_2023.pdf,2,1129,816,1945
ISAT_2023.pdf,3,1129,967,2096
ISAT_2023.pdf,4,1129,751,1880
ISAT_2023.pdf,5,1129,766,1895
ISAT_2023.pdf,6,1129,866,1995
ITMA_2024.pdf,1,1129,830,1959
ITMA_2023.pdf,1,1129,928,2057
ITMA_2023.pdf,2,1129,849,1978
ITMG_2022.pdf,1,1129,1062,2191
ITMG_2022.pdf,2,1129,876,2005
ISAT_2022.pdf,1,1129,950,2079
ISAT_2022.pdf,2,1129,821,1950
ISAT_2022.pdf,3,1129,1001,2130
ISAT_2022.pdf,4,1129,772,1901
ISAT_2022.pdf,5,1129,885,2014
ISAT_2022.pdf,6,1129,921,2050
ITMG_2024.pdf,1,1129,1065,2194
ITMG_2024.pdf,2,1129,929,2058
ITMG_2024.pdf,3,1129,720,1849
JARR_2023.pdf,1,1129,806,1935
JARR_2023.pdf,2,1129,857,1986
JARR_2023.pdf,3,1129,829,1958
JARR_2024.pdf,1,1129,1025,2154
JARR_2024.pdf,2,1129,785,1914
JAWA_2023.pdf,1,1129,1180,2309
JAWA_2023.pdf,2,1129,1002,2131
JAWA_2022.pdf,1,1129,1041,2170
JAWA_2022.pdf,2,1129,990,2119
JAST_2023.pdf,1,1129,1161,2290
JAST_2023.pdf,2,1129,1002,2131
JAST_2023.pdf,3,1129,1066,2195
JECC_2022.pdf,1,1129,117,1246
JECC_2022.pdf,2,1129,287,1416
JECC_2022.pdf,3,1129,5,1134
JAYA_2023.pdf,1,1129,1165,2294
JAYA_2023.pdf,2,1129,952,2081
JAYA_2023.pdf,3,1129,832,1961
JAYA_2023.pdf,4,1129,731,1860
JECC_2023.pdf,1,1129,757,1886
JECC_2023.pdf,2,1129,877,2006
JECC_2023.pdf,3,1129,805,1934
JECC_2024.pdf,1,1129,751,1880
JECC_2024.pdf,2,1129,848,1977
JECC_2024.pdf,3,1129,823,1952
JAWA_2024.pdf,1,1129,599,1728
JAWA_2024.pdf,2,1129,584,1713
JAWA_2024.pdf,3,1129,556,1685
JAWA_2024.pdf,4,1129,533,1662
JAWA_2024.pdf,5,1129,667,1796
JAWA_2024.pdf,6,1129,522,1651
JGLE_2023.pdf,1,1129,861,1990
JGLE_2023.pdf,2,1129,797,1926
JGLE_2024.pdf,1,1129,861,1990
JGLE_2024.pdf,2,1129,774,1903
JIHD_2022.pdf,1,1129,903,2032
JIHD_2023.pdf,1,1129,892,2021
JIHD_2024.pdf,1,1129,870,1999
JGLE_2022.pdf,1,1129,1806,2935
JGLE_2022.pdf,2,1129,1609,2738
JKON_2022.pdf,1,1129,820,1949
JKON_2023.pdf,1,1129,839,1968
JKON_2024.pdf,1,1129,881,2010
JKSW_2022.pdf,1,1139,898,2037
JKSW_2022.pdf,2,1139,861,2000
JKSW_2023.pdf,1,1129,841,1970
JKSW_2023.pdf,2,1129,821,1950
JKSW_2023.pdf,3,1129,588,1717
JRPT_2022.pdf,1,1129,836,1965
JMAS_2024.pdf,1,1129,777,1906
JMAS_2024.pdf,2,1129,712,1841
JMAS_2024.pdf,3,1129,657,1786
JMAS_2023.pdf,1,1129,835,1964
JMAS_2023.pdf,2,1129,746,1875
JMAS_2023.pdf,3,1129,759,1888
JSKY_2022.pdf,1,1129,939,2068
JRPT_2024.pdf,1,1129,756,1885
JSMR_2022.pdf,1,1129,851,1980
JRPT_2023.pdf,1,1129,851,1980
JSMR_2023.pdf,1,1129,864,1993
JSMR_2023.pdf,2,1129,985,2114
JSMR_2024.pdf,1,1129,871,2000
JSMR_2024.pdf,2,1129,1006,2135
JTPE_2022.pdf,1,1129,704,1833
JSPT_2024.pdf,1,1129,835,1964
JSPT_2022.pdf,1,1129,932,2061
JSPT_2022.pdf,2,1129,796,1925
JSPT_2023.pdf,1,1129,932,2061
JSPT_2023.pdf,2,1129,796,1925
JTPE_2023.pdf,1,1129,668,1797
KAYU_2022.pdf,1,1129,776,1905
KARW_2022.pdf,1,1129,584,1713
KARW_2022.pdf,2,1129,808,1937
KARW_2023.pdf,1,1129,641,1770
KARW_2023.pdf,2,1129,933,2062
KBAG_2022.pdf,1,1129,848,1977
KBLI_2023.pdf,1,1129,1002,2131
KBAG_2023.pdf,1,1129,1036,2165
KBAG_2023.pdf,2,1129,868,1997
KBAG_2024.pdf,1,1129,1032,2161
KBAG_2024.pdf,2,1129,949,2078
KBLI_2024.pdf,1,1129,1238,2367
KBLI_2024.pdf,2,1129,1033,2162
KBLM_2022.pdf,1,1129,1227,2356
KBLM_2022.pdf,2,1129,855,1984
KBLV_2022.pdf,1,1129,923,2052
KBLV_2023.pdf,1,1129,961,2090
KBLM_2023.pdf,1,1129,1398,2527
KBLM_2023.pdf,2,1129,877,2006
KDSI_2023.pdf,1,1129,688,1817
KBLV_2024.pdf,1,1129,1669,2798
KDSI_2024.pdf,1,1129,587,1716
KDTN_2024.pdf,1,1129,789,1918
KDSI_2022.pdf,1,1129,1061,2190
KDSI_2022.pdf,2,1129,1070,2199
KDTN_2023.pdf,1,1129,761,1890
KEEN_2022.pdf,1,1129,933,2062
KEEN_2022.pdf,2,1129,825,1954
KEEN_2023.pdf,1,1129,890,2019
KEJU_2022.pdf,1,1129,963,2092
KEJU_2022.pdf,2,1129,824,1953
KEEN_2024.pdf,1,1129,1160,2289
KEEN_2024.pdf,2,1129,821,1950
KEJU_2023.pdf,1,1129,1085,2214
KEJU_2023.pdf,2,1129,817,1946
KEJU_2024.pdf,1,1129,969,2098
KEJU_2024.pdf,2,1129,837,1966
KIAS_2022.pdf,1,1129,1049,2178
KIAS_2022.pdf,2,1129,825,1954
KETR_2024.pdf,1,1129,820,1949
KETR_2024.pdf,2,1129,784,1913
KETR_2024.pdf,3,1129,739,1868
KETR_2023.pdf,1,1129,758,1887
KETR_2023.pdf,2,1129,883,2012
KETR_2023.pdf,3,1129,842,1971
KICI_2022.pdf,1,1129,688,1817
KIAS_2024.pdf,2,1129,867,1996
KIAS_2024.pdf,3,1129,791,1920
KICI_2023.pdf,1,1129,689,1818
KICI_2024.pdf,1,1129,705,1834
KIJA_2023.pdf,1,1129,1001,2130
KIJA_2024.pdf,1,1129,1158,2287
KIJA_2024.pdf,2,1129,1042,2171
KIOS_2024.pdf,1,1129,1071,2200
KIOS_2024.pdf,2,1129,1156,2285
KIJA_2022.pdf,1,1129,1001,2130
KIJA_2022.pdf,2,1129,1130,2259
KIJA_2022.pdf,3,1129,888,2017
KJEN_2022.pdf,1,1129,954,2083
KJEN_2022.pdf,2,1129,779,1908
KJEN_2022.pdf,3,1129,805,1934
KJEN_2022.pdf,4,1129,701,1830
KKES_2023.pdf,1,1129,951,2080
KKES_2023.pdf,2,1129,1014,2143
KKES_2022.pdf,1,1129,926,2055
KKES_2022.pdf,2,1129,902,2031
KJEN_2023.pdf,1,1129,942,2071
KJEN_2023.pdf,2,1129,858,1987
KJEN_2023.pdf,3,1129,875,2004
KJEN_2023.pdf,4,1129,724,1853
KKES_2024.pdf,1,1129,943,2072
KKES_2024.pdf,2,1129,911,2040
KKGI_2023.pdf,1,1129,847,1976
KKGI_2023.pdf,2,1129,837,1966
KKGI_2023.pdf,3,1129,729,1858
KLAS_2023.pdf,1,1139,841,1980
KLAS_2023.pdf,2,1139,496,1635
KMDS_2024.pdf,1,1129,1186,2315
KMDS_2022.pdf,1,1129,934,2063
KMDS_2023.pdf,1,1129,757,1886
KMDS_2023.pdf,2,1129,770,1899
KLAS_2024.pdf,1,1129,875,2004
KLAS_2024.pdf,2,1129,486,1615
KOBX_2023.pdf,1,1129,692,1821
KOBX_2023.pdf,2,1129,812,1941
KOIN_2022.pdf,1,1129,886,2015
KOBX_2024.pdf,1,1129,640,1769
KOBX_2024.pdf,2,1129,622,1751
KOBX_2024.pdf,3,1129,533,1662
KOBX_2024.pdf,4,1129,617,1746
KOCI_2023.pdf,1,1129,1120,2249
KOCI_2023.pdf,2,1129,1230,2359
KOCI_2024.pdf,1,1129,1088,2217
KOCI_2024.pdf,2,1129,1163,2292
KOIN_2023.pdf,1,1129,881,2010
KONI_2022.pdf,1,1129,725,1854
KONI_2024.pdf,1,1129,812,1941
KOIN_2024.pdf,1,1129,1081,2210
KOIN_2024.pdf,2,1129,895,2024
KOPI_2022.pdf,1,1129,937,2066
KOPI_2022.pdf,2,1129,967,2096
KOTA_2022.pdf,1,1129,959,2088
KOTA_2023.pdf,1,1129,822,1951
KOPI_2024.pdf,1,1129,1017,2146
KOPI_2024.pdf,2,1129,972,2101
KOPI_2023.pdf,1,1129,1021,2150
KOPI_2023.pdf,2,1129,819,1948
KOTA_2024.pdf,1,1129,827,1956
KPIG_2022.pdf,1,1129,1294,2423
KPIG_2022.pdf,2,1129,1032,2161
KRAS_2024.pdf,1,1129,823,1952
KRAS_2024.pdf,2,1129,772,1901
KRAS_2024.pdf,3,1129,928,2057
KRAS_2023.pdf,1,1129,864,1993
KRAS_2023.pdf,2,1129,812,1941
KRAS_2023.pdf,3,1129,927,2056
KREN_2024.pdf,1,1129,663,1792
KREN_2024.pdf,2,1129,458,1587
KRYA_2022.pdf,1,1129,681,1810
KRYA_2022.pdf,2,1129,631,1760
KRYA_2024.pdf,1,1129,865,1994
KRYA_2023.pdf,1,1129,1132,2261
KRYA_2023.pdf,2,1129,907,2036
KRAS_2022.pdf,1,1129,657,1786
KRAS_2022.pdf,2,1129,785,1914
KRAS_2022.pdf,3,1129,559,1688
KRAS_2022.pdf,4,1129,812,1941
KRAS_2022.pdf,5,1129,696,1825
KRAS_2022.pdf,6,1129,549,1678
LAJU_2023.pdf,1,1129,789,1918
LAJU_2022.pdf,1,1129,767,1896
LAND_2022.pdf,1,1129,855,1984
LAND_2023.pdf,1,1129,961,2090
LABA_2024.pdf,1,1129,1191,2320
LABA_2024.pdf,2,1129,982,2111
LABS_2024.pdf,1,1129,1096,2225
LABS_2024.pdf,2,1129,932,2061
LABS_2024.pdf,3,1129,811,1940
LAND_2024.pdf,1,1129,884,2013
LEAD_2022.pdf,1,1129,637,1766
LEAD_2022.pdf,3,1129,659,1788
LFLO_2023.pdf,1,1129,1821,2950
LCKM_2024.pdf,1,1129,936,2065
LCKM_2024.pdf,2,1129,987,2116
LFLO_2024.pdf,1,1129,1042,2171
LFLO_2024.pdf,2,1129,997,2126
LIFE_2023.pdf,1,1129,599,1728
LIFE_2023.pdf,2,1129,779,1908
LIFE_2022.pdf,1,1129,649,1778
LIFE_2022.pdf,2,1129,846,1975
LIFE_2022.pdf,3,1129,788,1917
LINK_2022.pdf,1,1129,650,1779
LINK_2022.pdf,2,1129,799,1928
LINK_2022.pdf,3,1129,749,1878
LINK_2022.pdf,4,1129,762,1891
LION_2023.pdf,1,1129,1029,2158
LION_2023.pdf,2,1129,1075,2204
LION_2024.pdf,1,1129,1010,2139
LION_2024.pdf,2,1129,838,1967
LINK_2023.pdf,1,1129,1048,2177
LINK_2023.pdf,2,1129,813,1942
LINK_2023.pdf,3,1129,1017,2146
LINK_2023.pdf,4,1129,687,1816
LINK_2023.pdf,5,1129,902,2031
LIVE_2023.pdf,1,1129,1200,2329
LIVE_2023.pdf,2,1129,896,2025
LIVE_2024.pdf,1,1129,922,2051
LINK_2024.pdf,1,1129,958,2087
LINK_2024.pdf,2,1129,805,1934
LINK_2024.pdf,3,1129,1006,2135
LINK_2024.pdf,4,1129,700,1829
LINK_2024.pdf,5,1129,883,2012
LMSH_2023.pdf,1,1129,950,2079
LMSH_2023.pdf,2,1129,828,1957
LMSH_2024.pdf,1,1129,933,2062
LMSH_2024.pdf,2,1129,777,1906
LPCK_2022.pdf,1,1129,825,1954
LOPI_2023.pdf,1,1129,945,2074
LOPI_2023.pdf,2,1129,1016,2145
LOPI_2024.pdf,1,1129,1095,2224
LOPI_2024.pdf,2,1129,677,1806
LOPI_2024.pdf,3,1129,983,2112
LPCK_2024.pdf,1,1129,773,1902
LPCK_2024.pdf,2,1129,809,1938
LPIN_2022.pdf,1,1129,775,1904
LPGI_2023.pdf,1,1129,871,2000
LPGI_2023.pdf,2,1129,990,2119
LPGI_2023.pdf,3,1129,1236,2365
LPKR_2022.pdf,1,1129,769,1898
LPKR_2022.pdf,2,1129,901,2030
LPGI_2024.pdf,1,1129,870,1999
LPGI_2024.pdf,2,1129,989,2118
LPGI_2024.pdf,3,1129,1111,2240
LPKR_2024.pdf,1,1129,960,2089
LPKR_2024.pdf,2,1129,757,1886
LRNA_2022.pdf,1,1129,1007,2136
LRNA_2022.pdf,2,1129,900,2029
LPPF_2023.pdf,1,1129,1062,2191
LPPF_2023.pdf,2,1129,857,1986
LPPF_2023.pdf,3,1129,859,1988
LPPF_2023.pdf,4,1129,767,1896
LPPF_2022.pdf,1,1129,1067,2196
LPPF_2022.pdf,2,1129,894,2023
LPPF_2022.pdf,3,1129,842,1971
LPPF_2022.pdf,4,1129,834,1963
LRNA_2024.pdf,1,1129,916,2045
LRNA_2024.pdf,2,1129,895,2024
LSIP_2022.pdf,1,1129,210,1339
LSIP_2022.pdf,2,1129,269,1398
LSIP_2022.pdf,3,1129,68,1197
LPPF_2024.pdf,1,1129,1057,2186
LPPF_2024.pdf,2,1129,1010,2139
LPPF_2024.pdf,3,1129,812,1941
LPPF_2024.pdf,4,1129,867,1996
LPPF_2024.pdf,5,1129,953,2082
LPPF_2024.pdf,6,1129,704,1833
LSIP_2023.pdf,1,1129,795,1924
LSIP_2023.pdf,2,1129,696,1825
LSIP_2023.pdf,3,1129,673,1802
LSIP_2024.pdf,1,1129,803,1932
LSIP_2024.pdf,2,1129,561,1690
LSIP_2024.pdf,3,1129,680,1809
MAIN_2023.pdf,1,1129,1063,2192
MAIN_2023.pdf,2,1129,919,2048
MAHA_2023.pdf,1,1129,573,1702
MAHA_2023.pdf,2,1129,843,1972
MAIN_2024.pdf,1,1129,1063,2192
MAIN_2024.pdf,2,1129,791,1920
MAIN_2022.pdf,1,1129,1047,2176
MAIN_2022.pdf,2,1129,867,1996
MAPB_2023.pdf,1,1129,1719,2848
MAPA_2023.pdf,1,1129,825,1954
MAPA_2023.pdf,2,1129,985,2114
MANG_2023.pdf,1,1129,939,2068
MANG_2023.pdf,2,1129,903,2032
MARK_2022.pdf,1,1129,1203,2332
MAPB_2024.pdf,1,1129,1714,2843
MAPI_2023.pdf,1,1129,822,1951
MAPI_2023.pdf,2,1129,976,2105
MARK_2023.pdf,1,1129,1092,2221
MARK_2023.pdf,2,1129,974,2103
MASA_2022.pdf,1,1129,1064,2193
MASA_2022.pdf,2,1129,874,2003
